Bronx Rolling Sales File.  All Sales From  September 2019 - August 2020,,,,,,,,,,,,,,,,,,, PTS Sales as of 09/18/2020 ,
"For sales prior to the Final, Neighborhood Name and Descriptive Data reflect the Final Roll 2019/20. Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3126,21,,B2,1984 DALY AVENUE,,10460,2,0,2,"1,413","2,434",1925,1,B2,0,6/9/2020
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3131,1,,B2,2000 VYSE AVENUE,,10460,2,0,2,"3,811","2,142",1992,1,B2,"775,000",7/30/2020
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,4007,24,,B2,418 BRONX PARK AVENUE,,10460,2,0,2,"2,317","2,012",1910,1,B2,0,12/30/2019
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,4007,29,,B2,430 BRONX PARK AVENUE,,10460,2,0,2,"2,500","2,562",1899,1,B2,"675,000",12/30/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2946,38,,C0,1897 CROTONA AVE,,10457,3,0,3,"2,718","4,395",2006,1,C0,0,12/27/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2956,52,,C0,781 ELSMERE PLACE,,10460,3,0,3,"2,500","2,832",1901,1,C0,"975,000",8/19/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2959,104,,C0,856 FAIRMOUNT PLACE,,10460,3,0,3,"2,255","3,036",2002,1,C0,0,11/22/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,2992,17,,C0,1894 DALY AVE,,10460,3,0,3,"3,794","3,372",1901,1,C0,"803,000",12/5/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3016,35,,C0,1918 LONGFELLOW AVENUE,,10460,3,0,3,"2,250","3,000",2001,1,C0,0,12/30/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,32,,C0,2015 ARTHUR AVENUE,,10457,3,0,3,"2,348","3,547",2007,1,C0,"948,888",9/25/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,119,,C0,2016 LAFONTAINE AVENUE,,10457,3,0,3,"2,220","3,477",2005,1,C0,"825,000",7/15/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,142,,C0,585 EAST 178 STREET,,10457,3,0,3,"1,343","2,700",2010,1,C0,"700,000",7/15/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3068,143,,C0,583 EAST 178 STREET,,10457,3,0,3,"1,343","2,700",2010,1,C0,"700,000",7/15/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3083,37,,C0,700 EAST 182 STREET,,10457,3,0,3,"1,665","3,045",2001,1,C0,"836,000",8/21/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3093,44,,C0,1981 PROSPECT AVE,,10457,3,0,3,"1,967","2,280",1994,1,C0,"675,000",1/31/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3093,46,,C0,1975 PROSPECT AVENUE,,10457,3,0,3,"3,785","2,400",1994,1,C0,0,4/8/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3097,31,,C0,746 EAST 182ND STREET,,10457,3,0,3,"2,625","1,680",1910,1,C0,0,12/20/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3097,167,,C0,733 EAST 181ST STREET,,10457,3,0,3,"1,718","2,025",2002,1,C0,0,11/22/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3098,132,,C0,2165 CLINTON AVENUE,,10457,3,0,3,"1,868","2,922",2004,1,C0,"525,000",12/31/2019
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3106,133,,C0,770 EAST 178TH STREET,,10460,3,0,3,"2,000","3,000",1994,1,C0,0,6/1/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3129,33,,C0,947 EAST 181 STREET,,10460,3,0,3,"2,258","3,087",1997,1,C0,"830,000",6/30/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3129,138,,C0,931 EAST 181ST STREET,,10460,3,0,3,"2,604","3,087",1997,1,C0,0,2/6/2020
2,EAST TREMONT,03 THREE FAMILY DWELLINGS,1,3908,18,,C0,1180 E 178TH STREET,,10460,3,0,3,"2,233","2,760",1901,1,C0,0,9/17/2019
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,4,2946,14,,N9,1892 BELMONT AVENUE,,10457,0,1,1,"5,000",0,2019,1,V0,"750,000",9/10/2019
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,2956,51,,V0,783 ELSMERE PLACE,,10460,0,0,0,"2,500",0,,1,V0,"975,000",8/19/2020
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,2985,64,,V0,915 ELSMERE PLACE,,10460,0,0,0,"9,825",0,,1,V0,"2,900,000",6/11/2020
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3079,75,,V0,N/A CROTONA AVENUE,,10457,0,0,0,"1,672",0,,1,V0,"110,000",2/7/2020
2,EAST TREMONT,05 TAX CLASS 1 VACANT LAND,1B,3127,25,,V0,2011 VYSE AVENUE,,10460,0,0,0,"3,556",0,,1,V0,"600,000",8/21/2020
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2A,3095,4,,C3,2004 CROTONA AVENUE,,10457,4,0,4,"2,500","4,176",1910,2,C3,0,2/27/2020
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2A,3098,151,,C3,727 EAST 181 STREET,,10457,4,0,4,"1,290","2,886",2015,2,C3,0,10/29/2019
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2A,3098,152,,C3,725 EAST 181 STREET,,10457,4,0,4,"1,191","2,805",2015,2,C3,0,10/29/2019
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2A,3098,153,,C3,723 EAST 181 STREET,,10457,4,0,4,"1,191","2,805",2015,2,C3,0,10/29/2019
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2,3127,26,,C9,"947 EAST 178TH STREET, A",,10460,30,0,30,"46,664","29,700",1993,2,C9,"110,000",10/15/2019
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS,2B,3132,23,,C1,2082 VYSE AVENUE,,10460,8,0,8,"3,990","10,080",1909,2,C1,10,4/21/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3016,5,,C6,"1898 LONGFELLOW AVENUE, C2",,10460,,,,,,1914,2,C6,"100,000",12/13/2019
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3016,5,,C6,"1898 LONGFELLOW AVENUE, E2",,10460,,,,,,1914,2,C6,"86,000",6/25/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3016,5,,C6,"1898 LONGFELLOW AVENUE, B4",,10460,,,,,,1914,2,C6,"20,250",1/17/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3068,6,,C6,"1974 LAFONTAINE AVENUE, 5A",,10457,,,,,,1925,2,C6,"120,000",7/27/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3068,6,,C6,"1976 LAFONTAINE AVENUE, 1C",,10457,,,,,,1925,2,C6,"102,000",5/5/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3068,6,,C6,"1976 LAFONTAINE AVE., 2B",,10457,,,,,,1925,2,C6,"65,000",3/17/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3068,6,,C6,"1974 LAFONTAINE AVENUE, 1E",,10457,,,,,,1925,2,C6,"14,500",3/20/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3083,68,,C6,"681 EAST 181ST STREET, 3D",,10457,,,,,,1924,2,C6,0,8/28/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3094,54,,C6,"755 OAKLAND PLACE, 4B",,10457,,,,,,1907,2,C6,"60,000",8/7/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3111,4,,C6,"2120 MAPES AVENUE, 2F",,10460,,,,,,1914,2,C6,0,11/6/2019
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3117,23,,C6,"2016 MARMION AVE., 4D",,10460,,,,,,1931,2,C6,"73,000",5/28/2020
2,EAST TREMONT,09 COOPS - WALKUP APARTMENTS,2,3126,28,,C6,"950 EAST 178TH ST, 2",,10460,,,,,,1992,2,C6,"183,000",3/5/2020
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3080,4,,D4,"2024 HUGHES AVENUE, 6A",,10457,,,,,,1912,2,D4,"120,000",10/8/2019
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3080,4,,D4,"2024 HUGHES AVE, 2D",,10457,,,,,,1912,2,D4,"79,000",1/29/2020
2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS,2,3095,7,,D4,"700 OAKLAND PLACE, 4D",,10457,,,,,,1931,2,D4,"71,000",1/14/2020
2,EAST TREMONT,11 SPECIAL CONDO BILLING LOTS,2,2985,1002,,RR,"1926 CROTONA PARKWAY, RU",RU,10460,98,0,98,"18,766","98,608",2007,2,RR,"5,191,770",5/20/2020
2,EAST TREMONT,12 CONDOS - WALKUP APARTMENTS,2,3083,1013,,R2,"2135 CROTONA AVENUE, 4A",4A,10457,1,,1,,,2006,2,R2,"250,000",11/8/2019
2,EAST TREMONT,13 CONDOS - ELEVATOR APARTMENTS,2,3125,1006,,R4,"2155 DALY AVENUE, 3B",3B,10460,1,,1,,,2007,2,R4,"275,000",9/23/2019
2,EAST TREMONT,14 RENTALS - 4-10 UNIT,2A,3906,72,,S3,1130 EAST TREMONT AVENUE,,10460,3,1,4,"1,823","3,432",1901,2,S3,0,10/30/2019
2,EAST TREMONT,14 RENTALS - 4-10 UNIT,2B,3906,76,,S9,1138 EAST TREMONT AVENUE,,10460,4,3,7,"4,960","5,175",1930,2,S9,0,2/21/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,2950,59,,K1,720-724 EAST TREMONT AVENUE,,10457,0,2,2,"4,986","4,486",1931,4,K1,0,6/26/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,3068,51,,K1,591 EAST TREMONT AVENUE,,10457,0,4,4,"7,250","6,844",1931,4,K1,"5,055,000",10/17/2019
2,EAST TREMONT,22 STORE BUILDINGS,4,3068,87,,K1,1979 HUGHES AVENUE,,10457,0,2,2,"2,837","2,424",1930,4,K1,0,9/27/2019
2,EAST TREMONT,22 STORE BUILDINGS,4,3107,44,,K1,837 EAST TREMONT AVENUE,,10460,0,4,4,"11,459","11,400",1990,4,K1,0,12/19/2019
2,EAST TREMONT,22 STORE BUILDINGS,4,3107,44,,K1,837 EAST TREMONT AVENUE,,10460,0,4,4,"11,459","11,400",1990,4,K1,0,7/7/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,3121,64,,K2,907 EAST TREMONT AVENUE,,10460,0,1,1,"5,025","6,668",1931,4,K2,0,7/8/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,3126,8,,K1,929 EAST TREMONT AVENUE,,10460,0,2,2,"9,395","3,600",1931,4,K1,"2,127,465",7/22/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,3906,75,,K1,1134 EAST TREMONT AVENUE,,10460,0,1,1,"2,361","1,300",1930,4,K1,0,2/21/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,4004,11,,K2,1121 EAST TREMONT AVENUE,,10460,0,2,2,"14,750","12,486",1988,4,K2,"700,000",2/20/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,4004,11,,K2,1111 EAST TREMONT AVENUE,,10460,0,2,2,"14,750","12,486",1988,4,K2,"735,897",2/13/2020
2,EAST TREMONT,22 STORE BUILDINGS,4,4004,11,,K2,1111 EAST TREMONT AVE,,10460,0,2,2,"14,750","12,486",1988,4,K2,0,12/20/2019
2,EAST TREMONT,29 COMMERCIAL GARAGES,4,3909,79,,G1,1226 EAST TREMONT AVENUE,,10460,0,1,1,"2,750",440,1953,4,G1,"375,000",10/2/2019
2,EAST TREMONT,31 COMMERCIAL VACANT LAND,4,3118,130,,V1,N/A MOHEGAN AVENUE,,10460,0,0,0,"2,711",0,,4,V1,"649,058",11/22/2019
2,EAST TREMONT,37 RELIGIOUS FACILITIES,4,3122,10,,M1,2024 HONEYWELL AVENUE,,10460,0,1,1,"2,463","2,520",1910,4,M1,0,9/5/2019
2,EAST TREMONT,37 RELIGIOUS FACILITIES,4,3123,70,,M9,2067 HONEYWELL AVENUE,,10460,0,1,1,"4,073","2,400",1931,4,M9,"700,570",2/11/2020
2,EAST TREMONT,38 ASYLUMS AND HOMES,4,3107,29,,N9,2001 MARMION AVENUE,,10460,35,1,36,"7,337","21,600",1920,4,N9,"7,511,000",2/4/2020
2,EAST TREMONT,46 CONDO STORE BUILDINGS,4,2985,1001,,RK,"1926 CROTONA PARKWAY, CU",CU,10460,,1,1,,,2007,4,RK,"5,191,770",5/20/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5809,517,,A3,4521 WALDO AVENUE,,10471,1,0,1,"11,239","4,597",1920,1,A3,0,2/20/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5812,6,,A1,4500 DELAFIELD AVENUE,,10471,1,0,1,"9,975","2,098",1925,1,A1,"990,000",10/29/2019
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5812,90,,A3,4485 FIELDSTON ROAD,,10471,1,0,1,"12,083","3,948",1930,1,A3,"3,250,000",1/28/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5813,150,,A1,4541 DELAFIELD AVENUE,,10471,1,0,1,"6,745","2,502",1925,1,A1,"1,435,000",5/5/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5816,1872,,A1,4669 TIBBETT AVENUE,,10471,1,0,1,"3,135","1,791",1925,1,A1,"1,068,000",5/4/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5819,2120,,A3,417 WEST 246TH STREET,,10471,1,0,1,"15,968","4,894",1901,1,A3,0,1/16/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5819,2170,,A7,4680 FIELDSTON ROAD,,10471,1,0,1,"22,220","7,088",1901,1,A7,0,1/9/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5819,2300,,A3,4619 LIVINGSTON AVENUE,,10471,1,0,1,"7,821","2,178",1960,1,A3,0,3/2/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5822,2685,,A3,4740 ISELIN AVENUE,,10471,1,0,1,"8,450","3,555",1920,1,A3,"1,512,500",1/6/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5823,2547,,A3,4704 DELAFIELD AVENUE,,10471,1,0,1,"8,724","2,486",1920,1,A3,"1,750,000",8/24/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5823,2596,,A3,4703 ISELIN AVENUE,,10471,1,0,1,"6,976","2,975",1930,1,A3,0,7/9/2020
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5829,3660,,A3,5073 FIELDSTON ROAD,,10471,1,0,1,"11,175","2,400",1940,1,A3,"1,085,000",10/7/2019
2,FIELDSTON,01 ONE FAMILY DWELLINGS,1,5840,4143,,A4,390 WEST 253RD STREET,,10471,1,0,1,"25,080","2,672",1925,1,A4,"925,000",6/4/2020
2,FIELDSTON,02 TWO FAMILY DWELLINGS,1,5825,1508,,B1,5112 POST ROAD,,10471,2,0,2,"2,554","3,491",1920,1,B1,"795,000",10/23/2019
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2167,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"11,400",0,,1,V0,0,1/9/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2168,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"12,064",0,,1,V0,0,1/9/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5819,2175,,V0,N/A FIELDSTON ROAD,,10471,0,0,0,"9,403",0,,1,V0,0,1/9/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5835,3055,,V0,5278 POST ROAD,,10471,0,0,0,"5,000",0,,1,V0,0,5/5/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5835,3055,,V0,N/A POST ROAD,,10471,0,0,0,"5,000",0,,1,V0,"7,900,000",7/1/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5835,3060,,V0,N/A BROADWAY,,10471,0,0,0,"20,225",0,,1,V0,"7,900,000",7/1/2020
2,FIELDSTON,05 TAX CLASS 1 VACANT LAND,1B,5835,3060,,V0,N/A BROADWAY,,10471,0,0,0,"20,225",0,,1,V0,0,5/5/2020
2,FIELDSTON,09 COOPS - WALKUP APARTMENTS,2,5835,3037,,C6,"6299 BROADWAY, C10",,10471,,,,,,1958,2,C6,"170,000",11/27/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,960,,D4,"4410 CAYUGA AVENUE, 4B",,10471,,,,,,1931,2,D4,"155,000",10/28/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,960,,D4,"4410 CAYUGA AVENUE, 6G",,10471,,,,,,1931,2,D4,0,5/22/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,985,,D4,"4445 POST ROAD, 6B",,10471,,,,,,1940,2,D4,"145,000",9/17/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,985,,D4,"4445 POST ROAD, 4G",,10471,,,,,,1940,2,D4,"315,000",7/16/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,985,,D4,"4445 POST ROAD, 4E",,10471,,,,,,1940,2,D4,"232,000",9/18/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5803,985,,D4,"4445 POST ROAD, 4A",,10471,,,,,,1940,2,D4,"260,000",7/17/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#1",,10471,,,,,,1965,2,D4,"31,868",4/9/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#20",,10471,,,,,,1965,2,D4,"31,868",1/30/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 2M",,10471,,,,,,1965,2,D4,"162,000",10/23/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, LJ",,10471,,,,,,1965,2,D4,"205,000",10/4/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 23",,10471,,,,,,1965,2,D4,"31,868",11/26/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#28",,10471,,,,,,1965,2,D4,"28,826",1/29/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 3A",,10471,,,,,,1965,2,D4,"193,000",2/7/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE,, 3M",,10471,,,,,,1965,2,D4,"230,637",10/3/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 2L",,10471,,,,,,1965,2,D4,"372,365",11/6/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 5K",,10471,,,,,,1965,2,D4,"258,555",2/12/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 3L",,10471,,,,,,1965,2,D4,"409,271",7/14/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#22",,10471,,,,,,1965,2,D4,"29,840",1/17/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE,, 2B",,10471,,,,,,1965,2,D4,"220,969",1/30/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#4",,10471,,,,,,1965,2,D4,"31,868",1/14/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, PS#17",,10471,,,,,,1965,2,D4,"409,271",7/14/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 3C",,10471,,,,,,1965,2,D4,"399,000",2/4/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5826,1685,,D4,"255 FIELDSTON TERRACE, 3E",,10471,,,,,,1965,2,D4,"215,899",7/2/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5836,3250,,D4,"5235 POST ROAD, 6E",,10471,,,,,,1964,2,D4,"175,000",8/11/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5836,3250,,D4,"5235 POST ROAD, 2H",,10471,,,,,,1964,2,D4,"105,000",12/20/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5836,3250,,D4,"5235 POST ROAD, 5B",,10471,,,,,,1964,2,D4,"150,000",8/20/2020
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5836,3250,,D4,"5235 POST ROAD, LJ",,10471,,,,,,1964,2,D4,"150,000",12/11/2019
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS,2,5836,3250,,D4,"5235 POST ROAD, #2C",,10471,,,,,,1964,2,D4,"160,000",9/6/2019
2,FIELDSTON,22 STORE BUILDINGS,4,5825,1576,,K1,6201 BROADWAY,,10471,0,2,2,"4,583","3,000",1920,4,K1,"1,675,000",12/16/2019
2,FORDHAM,01 ONE FAMILY DWELLINGS,1,3142,25,,A5,2062 VALENTINE AVENUE,,10457,1,0,1,"1,888","1,380",1901,1,A5,"415,000",11/19/2019
2,FORDHAM,01 ONE FAMILY DWELLINGS,1,3145,43,,A9,2237 TIEBOUT,,10457,1,0,1,"1,138","1,384",1901,1,A9,"475,000",1/24/2020
2,FORDHAM,01 ONE FAMILY DWELLINGS,1,3185,11,,A5,2159 WALTON AVENUE,,10453,1,0,1,"1,425","1,406",1901,1,A5,"280,000",11/12/2019
2,FORDHAM,01 ONE FAMILY DWELLINGS,1,3275,16,,S1,2558 MARION AVENUE,,10458,1,1,2,"4,900","3,210",1931,1,S1,"600,000",4/22/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3023,54,,B1,2493 MARION AVENUE,,10458,2,0,2,"1,944","1,850",1931,1,B1,"460,000",7/20/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3023,70,,B3,2478 ELM PLACE,,10458,2,0,2,"1,950","1,876",1920,1,B3,"710,000",3/31/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3023,90,,B2,2483 ELM PLACE,,10458,2,0,2,"2,763","3,594",1910,1,B2,100,2/18/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3144,21,,B2,2128 VALENTINE AVENUE,,10457,2,0,2,"2,500","1,940",1901,1,B2,"412,000",9/5/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3144,28,,B1,2119 TIEBOUT AVENUE,,10457,2,0,2,"3,130","3,520",1910,1,B1,"762,928",9/19/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3145,9,,B1,2232 VALENTINE AVENUE,,10457,2,0,2,"1,819","2,500",1931,1,B1,0,1/10/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3146,49,,B1,300 EAST 184 STREET,,10458,2,0,2,"2,885","2,280",1992,1,B1,"638,600",2/6/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3149,53,,B3,2043 VALENTINE AVENUE,,10457,2,0,2,"1,647","1,424",1901,1,B3,"560,038",7/13/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3149,73,,B2,2080 RYER AVENUE,,10457,2,0,2,"2,638","2,696",1901,1,B2,0,2/6/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3156,50,,B2,2068 ANTHONY AVENUE,,10457,2,0,2,"2,597","2,088",1901,1,B2,"970,000",6/2/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3156,51,,B2,2070 ANTHONY AVENUE,,10457,2,0,2,"2,275","2,098",1901,1,B2,"875,000",6/2/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3156,126,,B2,2085 ANTHONY AVENUE,,10457,2,0,2,"2,055","3,201",1901,1,B2,0,11/27/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3156,161,,B1,2093 RYER AVENUE,,10457,2,0,2,"2,359","3,744",1901,1,B1,"695,000",10/24/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3156,164,,B2,2089 RYER AVENUE,,10457,2,0,2,"2,394","1,404",1901,1,B2,0,11/27/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3184,34,,B2,2434 WALTON AVENUE,,10468,2,0,2,"1,988","2,226",1920,1,B2,"585,000",1/9/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3185,13,,B3,2155 WALTON AVENUE,,10453,2,0,2,"1,425","1,406",1901,1,B3,"410,000",12/23/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3186,67,,B1,2271 WALTON AVENUE,,10453,2,0,2,"1,900","2,020",1901,1,B1,0,4/2/2020
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3186,78,,B1,2243 WALTON AVENUE,,10453,2,0,2,"2,375","3,500",1901,1,B1,0,10/23/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3276,27,,B1,360 E 194TH STREET,,10458,2,0,2,"4,450","2,640",1920,1,B1,0,11/1/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3276,133,,B2,2611 DECATUR AVENUE,,10458,2,0,2,950,"2,208",2006,1,B2,"702,000",9/20/2019
2,FORDHAM,03 THREE FAMILY DWELLINGS,1,3143,242,,C0,386 EAST 184 STREET,,10458,3,0,3,"1,852","2,985",1899,1,C0,0,1/15/2020
2,FORDHAM,03 THREE FAMILY DWELLINGS,1,3144,41,,C0,2085 TIEBOUT AVENUE,,10457,3,0,3,"1,346","2,769",2005,1,C0,"780,000",1/3/2020
