Bronx Rolling Sales File.  All Sales From  September 2019 - August 2020,,,,,,,,,,,,,,,,,,, PTS Sales as of 09/18/2020 ,
"For sales prior to the Final, Neighborhood Name and Descriptive Data reflect the Final Roll 2019/20. Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND,1B,4052,26,,V0,N/A HOLLAND AVENUE,,10462,0,0,0,"2,475",0,,1,V0,"960,000",11/8/2019
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND,1B,4257,56,,V0,N/A CRUGER AVENUE,,10462,0,0,0,"3,565",0,,1,V0,"660,000",5/14/2020
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND,1B,4267,37,,V0,N/A COLDEN AVENUE,,10462,0,0,0,"5,000",0,,1,V0,"375,000",12/16/2019
2,MORRIS PARK/VAN NEST,06 TAX CLASS 1 - OTHER,1,4105,36,,G0,1083 PIERCE AVENUE,,10461,1,0,1,"2,500",0,1930,1,G0,"900,000",6/22/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2B,4050,35,,C1,1868 WHITE PLAINS ROAD,,10462,7,0,7,"4,176","6,351",1924,2,C1,"1,200,000",1/27/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4127,63,,C3,1860 COLDEN AVENUE,,10462,4,0,4,"2,500","4,000",1927,2,C3,"1,200,000",3/3/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4127,63,,C3,1860 COLDEN AVENUE,,10462,4,0,4,"2,500","4,000",1927,2,C3,"922,074",9/13/2019
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4129,53,,C3,1836 HONE AVE,,10461,4,0,4,"2,500","2,478",1927,2,C3,0,7/28/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2,4130,39,,C7,1802 LURTING AVENUE,,10461,14,7,21,"5,000","18,000",1930,2,C7,"4,440,000",8/10/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4258,41,,C3,1961-1965 HUNT AVENUE,,10462,4,0,4,"3,400","5,360",1925,2,C3,0,2/7/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4258,41,,C3,1961 HUNT AVENUE,,10462,4,0,4,"3,400","5,360",1925,2,C3,0,4/22/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2B,4270,11,,C1,1955 LURTING AVE,,10461,8,0,8,"5,000","6,700",1925,2,C1,"1,740,000",8/5/2020
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4271,62,,C3,1958 LURTING AVENUE,,10461,4,0,4,"2,500","2,400",1927,2,C3,"765,000",1/14/2020
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,15,,D4,"762 BRADY AVENUE, 128",,10462,,,,,,1932,2,D4,"179,000",12/23/2019
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,15,,D4,"762 BRADY AVENUE, 323",,10462,,,,,,1932,2,D4,"178,000",4/23/2020
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,15,,D4,"762 BRADY AVENUE, 524",,10462,,,,,,1932,2,D4,"163,500",11/22/2019
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,20,,D4,"768 BRADY AVENUE, 345",,10462,,,,,,1933,2,D4,"226,500",9/24/2019
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,20,,D4,"764 BRADY AVENUE, 631",,10462,,,,,,1933,2,D4,"199,000",4/14/2020
2,MORRIS PARK/VAN NEST,10 COOPS - ELEVATOR APARTMENTS,2,4289,20,,D4,"764 BRADY AVENUE, 234",,10462,,,,,,1933,2,D4,"155,000",1/27/2020
2,MORRIS PARK/VAN NEST,14 RENTALS - 4-10 UNIT,2A,4032,9,,S3,1735 WHITE PLAINS ROAD,,10462,3,1,4,"1,125","2,850",1920,2,S3,"1,100,000",8/18/2020
2,MORRIS PARK/VAN NEST,14 RENTALS - 4-10 UNIT,2A,4036,26,,S4,783 VAN NEST AVENUE,,10462,4,1,5,"2,375","3,432",1920,2,S4,"825,000",11/21/2019
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS,4,4064,14,,O9,1577 HONE AVENUE,,10461,1,2,3,"5,000","2,200",1950,4,O9,"400,000",7/30/2020
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS,4,4126,40,,O5,975 MORRIS PARK AVENUE,,10462,0,4,4,"10,000","19,948",1929,4,O5,"4,200,000",6/5/2020
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4032,2,,K4,678 MORRIS PARK AVENUE,,10462,0,2,2,"2,500","1,800",1930,4,K4,0,10/17/2019
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4104,4,,K2,1058 MORRIS PARK AVE,,10461,0,3,3,"2,500","2,084",1925,4,K2,0,8/20/2020
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4274,71,,K2,1978 WILLIAMSBRIDGE RD,,10461,0,2,2,"3,750","4,140",1962,4,K2,0,9/4/2019
2,MORRIS PARK/VAN NEST,29 COMMERCIAL GARAGES,4,4042,248,,G2,2205 EAST TREMONT AVENUE,,10462,0,2,2,"2,915","4,000",1950,4,G2,0,2/6/2020
2,MORRIS PARK/VAN NEST,29 COMMERCIAL GARAGES,4,4258,42,,G1,1957 HUNT AVENUE,,10462,0,1,1,"2,375",569,2004,4,G1,0,2/7/2020
2,MORRIS PARK/VAN NEST,29 COMMERCIAL GARAGES,4,4258,42,,G1,1957 HUNT AVENUE,,10462,0,1,1,"2,375",569,2004,4,G1,0,4/22/2020
2,MORRIS PARK/VAN NEST,30 WAREHOUSES,4,4056,1,,E1,869 MORRIS PARK AVENUE,,10462,0,1,1,"5,040","5,773",1930,4,E1,"1,675,000",6/12/2020
2,MORRIS PARK/VAN NEST,30 WAREHOUSES,4,4123,11,,E9,1852 BRONXDALE AVENUE,,10462,0,2,2,"17,500","8,100",1950,4,E9,"2,100,000",7/2/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2612,27,,S1,576 EAST 169 STREET,,10456,1,1,2,"1,528","2,462",1930,1,S1,0,1/7/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2617,141,,A5,722 ST. ANN'S AVE,,10455,1,0,1,"2,580","1,152",1993,1,A5,0,11/21/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2624,114,,A1,693 CAULDWELL AVENUE,,10455,1,0,1,"1,898","1,508",1901,1,A1,"100,000",6/1/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2624,230,,A5,690 EAGLE AVENUE,,10455,1,0,1,"2,070","1,152",1992,1,A5,0,7/6/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2629,126,,A5,678 EAST 158 STREET,,10456,1,0,1,"2,490","1,152",1992,1,A5,"404,000",3/9/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2636,6,,A5,754 TRINITY AVENUE,,10456,1,0,1,"1,767","1,152",1991,1,A5,0,7/10/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2636,107,,A5,758 TRINITY AVENUE,,10456,1,0,1,"1,768","1,152",1991,1,A5,0,9/25/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2647,33,,A5,801 FOREST AVENUE,,10456,1,0,1,"2,785","1,152",1992,1,A5,"430,000",7/20/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2647,57,,A5,843 FOREST AVENUE,,10456,1,0,1,"1,575","1,152",1992,1,A5,0,12/6/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2666,15,,A1,830 TINTON AVE,,10456,1,0,1,"1,625","2,076",1920,1,A1,"295,000",1/23/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2666,15,,A1,830 TINTON AVENUE,,10456,1,0,1,"1,625","2,076",1920,1,A1,"550,000",6/30/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2667,120,,A5,859 UNION AVENUE,,10459,1,0,1,"1,680","1,152",1992,1,A5,"495,000",5/29/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2667,120,,A5,859 UNION AVENUE,,10459,1,0,1,"1,680","1,152",1992,1,A5,"295,000",3/13/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2669,21,,A1,998 TINTON AVENUE,,10456,1,0,1,"1,875","1,616",1920,1,A1,0,5/12/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2673,117,,A5,1236 TINTON AVENUE,,10456,1,0,1,"1,870","1,554",1987,1,A5,1,1/6/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2673,117,,A5,1236 TINTON AVE,,10456,1,0,1,"1,870","1,554",1987,1,A5,"530,000",11/27/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2711,87,,A5,879 FOX STREET,,10459,1,0,1,"2,000","1,980",1987,1,A5,0,4/3/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2712,21,,A5,930 TIFFANY STREET,,10459,1,0,1,"2,319","1,500",1982,1,A5,"470,000",11/18/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2722,17,,A5,861 SOUTHERN BOULEVARD,,10459,1,0,1,"2,000","2,520",1987,1,A5,0,10/28/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2722,17,,A5,861 SOUTHERN BOULEVARD,,10459,1,0,1,"2,000","2,520",1987,1,A5,"505,000",10/30/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2726,6,,A5,1036 FOX STREET,,10459,1,0,1,"2,000","1,266",1992,1,A5,0,2/25/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2726,15,,A5,1054 FOX STREET,,10459,1,0,1,"2,000","1,266",1992,1,A5,0,8/7/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2961,3,,A1,793 EAST 169 STREET,,10456,1,0,1,"1,332","1,491",1901,1,A1,"300,000",6/22/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2965,105,,A5,1383 INTERVALE AVE,,10459,1,0,1,"2,120","1,152",1988,1,A5,"462,150",1/21/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2965,218,,A5,1357 INTERVALE,,10459,1,0,1,"2,020","1,152",1989,1,A5,"412,000",10/30/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2973,81,,A5,1287 INTERVALE AVE,,10459,1,0,1,"2,025","1,152",1988,1,A5,"440,000",1/6/2020
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2973,88,,A5,1273 INTERVALE AVENUE,,10459,1,0,1,"1,845","1,152",1988,1,A5,"418,200",10/31/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2974,174,,A5,1211 SIMPSON STREET,,10459,1,0,1,"1,800","1,188",1991,1,A5,"415,000",11/25/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2974,179,,A5,923 HOME STREET,,10459,1,0,1,"2,021","1,188",1991,1,A5,"104,442",10/1/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2369,61,,B3,505 WEIHER COURT,,10456,2,0,2,695,"1,152",1899,1,B3,"246,500",12/19/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2376,25,,B2,441 EAST 154TH STREET,,10455,2,0,2,"1,250","3,000",2005,1,B2,0,1/31/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2376,26,,B2,437 EAST 154 STREET,,10455,2,0,2,"1,250","3,000",2005,1,B2,"760,000",9/27/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2376,140,,B2,402 EAST 155 STREET,,10455,2,0,2,"2,000","2,400",1991,1,B2,0,9/19/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2381,33,,B2,423 EAST 159 STREET,,10451,2,0,2,"2,527","2,640",1899,1,B2,"555,000",6/10/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2389,43,,B2,1185 WASHINGTON AVENUE,,10456,2,0,2,"5,610","2,388",1899,1,B2,"950,000",1/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2607,46,,B2,1096 FRANKLIN AVENUE,,10456,2,0,2,"4,205","2,005",1901,1,B2,"385,000",6/10/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2607,55,,B2,576 EAST 166 STREET,,10456,2,0,2,"3,236","3,000",1901,1,B2,"645,000",11/7/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2607,97,,B1,1001 BOSTON ROAD,,10456,2,0,2,826,"1,627",2006,1,B1,0,1/22/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2614,32,,B2,622 EAST 168 STREET,,10456,2,0,2,"1,844","3,326",2002,1,B2,"580,000",3/5/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2614,70,,B1,1162 FRANKLIN AVENUE,,10456,2,0,2,"1,000","2,709",2005,1,B1,0,11/1/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2617,10,,B2,648 ST ANNS AVENUE,,10455,2,0,2,"1,115","1,983",1901,1,B2,"481,500",9/16/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2617,12,,B2,654 ST ANNS AVENUE,,10455,2,0,2,"1,541","2,096",1901,1,B2,0,11/7/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2617,80,,B1,649 EAGLE AVENUE,,10455,2,0,2,"2,984","3,060",2004,1,B1,"710,000",10/3/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2622,23,,B2,963 CAULDWELL AVENUE,,10456,2,0,2,"1,200","2,700",1910,1,B2,0,9/18/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2623,132,,B2,575 CAULDWELL AVENUE,,10455,2,0,2,"2,000","2,280",2001,1,B2,0,9/20/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2633,30,,B2,1049 TRINITY AVE,,10456,2,0,2,"1,958","2,655",1901,1,B2,"606,000",12/16/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2643,46,,B2,633 WALES AVENUE,,10455,2,0,2,"2,625",760,1910,1,B2,0,5/4/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2651,16,,B1,1130 JACKSON AVENUE,,10456,2,0,2,"1,748","3,288",1901,1,B1,"5,000",9/26/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2651,16,,B1,1130 JACKSON AVENUE,,10456,2,0,2,"1,748","3,288",1901,1,B1,"5,000",12/4/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2651,16,,B1,1130 JACKSON AVENUE,,10456,2,0,2,"1,748","3,288",1901,1,B1,"10,000",10/28/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2651,16,,B1,1130 JACKSON AVENUE,,10456,2,0,2,"1,748","3,288",1901,1,B1,"25,000",4/21/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2661,40,,B1,1141 TINTON AVENUE,,10456,2,0,2,"2,026","2,840",2004,1,B1,"580,000",6/12/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2666,9,,S2,820 TINTON AVENUE,,10456,2,1,3,"1,913","3,420",1920,1,S2,0,7/19/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2667,16,,S2,798 EAST 161 STREET,,10456,2,1,3,"2,037","3,480",1925,1,S2,0,12/17/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2669,69,,S2,785 EAST 163 STREET,,10456,2,1,3,"1,096","1,350",1925,1,S2,"400,000",11/18/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2675,68,,B1,682 UNION AVENUE,,10455,2,0,2,"1,583","2,220",1901,1,B1,"310,000",1/15/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2683,124,,B2,570 FOX STREET,,10455,2,0,2,"2,180","2,340",1990,1,B2,0,10/2/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,1,,B2,539 FOX STREET,,10455,2,0,2,"5,028","2,340",1990,1,B2,0,2/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,101,,B2,594 PROSPECT AVENUE,,10455,2,0,2,"4,258","2,340",1990,1,B2,"740,000",1/23/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,139,,B2,557 FOX STREET,,10455,2,0,2,"2,500","2,340",1990,1,B2,0,8/11/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,143,,B2,549 FOX STREET,,10455,2,0,2,"2,220","2,340",1990,1,B2,"50,000",5/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,144,,B2,547 FOX STREET,,10455,2,0,2,"2,220","2,340",1990,1,B2,"710,000",6/26/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2685,16,,B2,579 BECK STREET,,10455,2,0,2,"2,130","2,340",1990,1,B2,"736,000",5/26/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2685,122,,B2,567 BECK STREET,,10455,2,0,2,"2,077","2,340",1990,1,B2,"700,000",9/27/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2685,129,,B2,624 PROSPECT AVENUE,,10455,2,0,2,"2,800","2,340",1990,1,B2,0,4/27/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2687,33,,B2,671 DAWSON STREET,,10455,2,0,2,"2,400","2,416",1901,1,B2,"698,700",12/23/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2690,204,,C0,857 EAST 164 STREET,,10459,3,0,3,"1,488","2,865",1910,1,B9,"825,000",9/25/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2692,82,,B2,851 EAST 167 STREET,,10459,2,0,2,"2,035","1,756",1901,1,B2,"700,000",12/19/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2692,82,,B2,851 EAST 167TH STREET,,10459,2,0,2,"2,035","1,756",1901,1,B2,"100,000",9/18/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2699,41,,B2,1009 INTERVALE AVENUE,,10459,2,0,2,"2,375","1,680",1994,1,B2,0,7/15/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2700,20,,B2,1054 HALL PLACE,,10459,2,0,2,"1,333","2,588",1901,1,B2,"360,000",2/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2700,20,,B2,1054 HALL PLACE,,10459,2,0,2,"1,333","2,588",1901,1,B2,"725,000",8/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2700,20,,B2,1054 HALL PLACE,,10459,2,0,2,"1,333","2,588",1901,1,B2,"130,000",12/23/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2705,162,,B2,1025 KELLY STREET,,10459,2,0,2,"2,100","1,680",1993,1,B2,0,3/3/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2708,36,,B1,750 KELLY STREET,,10455,2,0,2,"2,500","3,555",1901,1,B1,0,9/24/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2715,115,,B2,1016 A KELLY STREET,,10459,2,0,2,"1,248","2,493",2006,1,B2,100,12/9/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2716,63,,B2,1049 TIFFANY STREET,,10459,2,0,2,"2,242","1,600",1901,1,B2,"400,000",8/10/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2716,109,,B2,1046 KELLY STREET,,10459,2,0,2,"2,100","1,600",1993,1,B2,0,6/9/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2716,174,,B2,1025 TIFFANY STREET,,10459,2,0,2,"2,100","1,680",1993,1,B2,0,9/11/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2719,146,,B2,1134 FOX STREET,,10459,2,0,2,"1,883","2,259",1992,1,B2,0,11/16/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2719,172,,B2,1157 SIMPSON STREET,,10459,2,0,2,"1,900","2,280",1992,1,B2,0,7/29/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2728,57,,B2,943 E 167TH STREET,,10459,2,0,2,"2,140","2,280",1992,1,B2,0,8/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2744,23,,S2,964 EAST 167,,10459,2,1,3,"1,500","2,520",1910,1,S2,"700,000",1/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2744,24,,B3,966 EAST 167 STREET,,10459,2,0,2,"1,485","2,400",1901,1,B3,"275,000",1/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2744,25,,S2,968 EAST 167 STREET,,10459,2,1,3,"2,250","1,500",1932,1,S2,"700,000",1/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2745,32,,B2,1171 HOE AVENUE,,10459,2,0,2,"2,500","2,289",1901,1,B2,0,7/13/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2745,34,,B2,1167 HOE AVE,,10459,2,0,2,"2,500","1,998",1901,1,B2,"660,000",7/22/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2748,140,,B2,1053 BRYANT AVENUE,,10459,2,0,2,"2,033","2,400",1995,1,B2,10,1/17/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2753,1,,B2,1145 WEST FARMS ROAD,,10459,2,0,2,"3,914","2,100",1992,1,B2,10,10/10/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2753,19,,B2,1180 VYSE AVENUE,,10459,2,0,2,"2,160","2,100",1992,1,B2,0,9/18/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2753,52,,B2,1157 WEST FARMS ROAD,,10459,2,0,2,"2,805","2,100",1992,1,B2,"600,000",8/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2934,138,,B2,672 JEFFERSON,,10456,2,0,2,"3,377","2,388",1998,1,B2,"650,000",10/30/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,18,,B1,1389 CLINTON AVENUE,,10456,2,0,2,"1,780","2,176",1901,1,B1,"475,000",2/11/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,34,,B3,1384 CLINTON AVENUE,,10456,2,0,2,"1,800","1,846",1899,1,B3,"670,000",3/16/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,34,,B3,1384 CLINTON AVENUE,,10456,2,0,2,"1,800","1,846",1899,1,B3,0,3/26/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,35,,B3,1386 CLINTON AVENUE,,10456,2,0,2,"2,185","1,846",1899,1,B3,0,6/22/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,35,,B3,1386 CLINTON AVE,,10456,2,0,2,"2,185","1,846",1899,1,B3,"672,000",9/5/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2935,50,,B2,1389 CROTONA AVENUE,,10456,2,0,2,"2,500","2,076",1901,1,B2,"2,500",1/17/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2968,50,,S2,1367 PROSPECT AVENUE,,10459,2,1,3,"1,887","2,306",1901,1,S2,"443,000",9/24/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2970,62,,B2,840 FREEMAN STREET,,10459,2,0,2,"3,000","2,700",1901,1,B2,"495,000",12/17/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2970,69,,B2,1293 CHISHOLM STREET,,10459,2,0,2,"2,250","1,524",1901,1,B2,0,5/7/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2971,36,,B2,1323 CHISHOLM STREET,,10459,2,0,2,"2,270","3,000",1901,1,B2,"900,000",12/10/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2972,2,,B1,1296 CHISHOLM STREET,,10459,2,0,2,"1,036","2,274",2007,1,B1,0,9/3/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2972,19,,B3,1320 CHISHOLM ST,,10459,2,0,2,"2,000","2,944",1920,1,B3,"275,000",1/2/2020
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2972,20,,B3,1322 CHISHOLM STREET,,10459,2,0,2,"2,000","2,112",1920,1,B3,"250,000",9/26/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2972,101,,B1,1298 CHISHOLM STREET,,10459,2,0,2,834,"2,197",2007,1,B1,0,9/3/2019
2,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2973,107,,B2,1266 REV JAMES A. POLITE AVE,,10459,2,0,2,"1,933","2,280",1991,1,B2,0,1/6/2020
